brand; type;sku;name;in_stock;36_months;24_months;12_months;price;description
Samsung;Mobile phones;SM-S931BLBGEUB;Samsung Galaxy S25 5G, 256 Gt, Icy Blue;Over 50 pcs;21,33;32;64;768;Samsung Galaxy S25 5G with 256 GB storage in Icy Blue, premium device offering stylish design and large storage.
Samsung;Mobile phones;SM-S931BLGDEUB;Samsung Galaxy S25 5G, 128 Gt, Mint;Over 10 pcs;19,97;29,96;59,92;719;Samsung Galaxy S25 5G with 128 GB storage in Mint, modern flagship in refreshing color with top-tier features.
Samsung;Mobile phones;SM-S931BLGGEUB;Samsung Galaxy S25 5G, 256 Gt, Mint;Over 100 pcs;21,33;32;64;768;Samsung Galaxy S25 5G with 256 GB storage in Mint, premium smartphone offering vibrant design and powerful performance.
Samsung;Mobile phones;SM-S931BZSDEUB;Samsung Galaxy S25 5G, 128 Gt, Silver Shadow;Over 50 pcs;19,97;29,96;59,92;719;Samsung Galaxy S25 5G with 128 GB storage in Silver Shadow, flagship phone with elegant finish and reliable 5G speed.
Samsung;Mobile phones;SM-S931BZSGEUB;Samsung Galaxy S25 5G, 256 Gt, Silver Shadow;Over 25 pcs;21,33;32;64;768;Samsung Galaxy S25 5G with 256 GB storage in Silver Shadow, stylish flagship with premium storage and advanced features.
Samsung;Mobile phones;SM-S936BDBDEUB;Samsung Galaxy S25+ 5G, 256 Gt, Navy;Over 50 pcs;26,53;39,79;79,58;955;Samsung Galaxy S25+ 5G with 256 GB storage in Navy, larger flagship device with immersive display and high performance.
Samsung;Mobile phones;SM-S936BDBGEUB;Samsung Galaxy S25+ 5G, 512 Gt, Navy;Over 25 pcs;27,75;41,63;83,25;999;Samsung Galaxy S25+ 5G with 512 GB storage in Navy, premium large-screen phone with extra storage for advanced users.
Samsung;Mobile phones;SM-S936BLBDEUB;Samsung Galaxy S25+ 5G, 256 Gt, Icy Blue;Over 10 pcs;26,53;39,79;79,58;955;Samsung Galaxy S25+ 5G with 256 GB storage in Icy Blue, elegant plus-size flagship with vibrant design and strong features.
Samsung;Mobile phones;SM-S936BLGDEUB;Samsung Galaxy S25+ 5G, 256 Gt, Mint;Over 10 pcs;26,53;39,79;79,58;955;Samsung Galaxy S25+ 5G with 256 GB storage in Mint, premium plus model with refreshing design and large display.
Samsung;Mobile phones;SM-S936BZSDEUB;Samsung Galaxy S25+ 5G, 256 Gt, Silver Shadow;Over 50 pcs;26,53;39,79;79,58;955;Samsung Galaxy S25+ 5G with 256 GB storage in Silver Shadow, stylish flagship with elegant color and immersive screen.
Samsung;Mobile phones;SM-S937BLBDEUB;Samsung Galaxy S25 Edge 5G, 256 Gt, Titanium Icyblue;5 pcs;29,83;44,75;89,5;1074;Premium Samsung Galaxy S25 Edge with 5G, 256 GB storage, and Titanium Icy Blue finish for a modern stylish look.
Samsung;Mobile phones;SM-S937BLBGEUB;Samsung Galaxy S25 Edge 5G, 512 Gt, Titanium Icyblue;Over 50 pcs;33,17;49,75;99,5;1194;High-end Samsung Galaxy S25 Edge 5G featuring 512 GB storage and Titanium Icy Blue design for maximum performance and style.
Samsung;Mobile phones;SM-S937BZKDEUB;Samsung Galaxy S25 Edge 5G, 256 Gt, Titanium Jetblack;7 pcs;29,83;44,75;89,5;1074;Galaxy S25 Edge 5G with 256 GB storage in Titanium Jet Black, combining sleek design with reliable performance.
Samsung;Mobile phones;SM-S937BZKGEUB;Samsung Galaxy S25 Edge 5G, 512 Gt, Titanium Jetblack;Over 50 pcs;33,17;49,75;99,5;1194;Premium 512 GB Samsung Galaxy S25 Edge 5G in Titanium Jet Black, designed for power users and professionals.
Samsung;Mobile phones;SM-S937BZSDEUB;Samsung Galaxy S25 Edge 5G, 256 Gt, Titanium Silver;Over 10 pcs;29,83;44,75;89,5;1074;Galaxy S25 Edge 5G with 256 GB storage in Titanium Silver, offering elegance with top-tier mobile performance.
Samsung;Mobile phones;SM-S937BZSGEUB;Samsung Galaxy S25 Edge 5G, 512 Gt, Titanium Silver;Over 100 pcs;33,17;49,75;99,5;1194;Samsung Galaxy S25 Edge 5G with 512 GB storage in Titanium Silver, built for users needing speed and storage.
Samsung;Mobile phones;SM-S938BZBDEUB;Samsung Galaxy S25 Ultra 5G, 256 Gt, Titanium Silverblue;Over 50 pcs;33,17;49,75;99,5;1194;Samsung Galaxy S25 Ultra 5G with 256 GB storage in Titanium Silver Blue, combining premium power with style.
Samsung;Mobile phones;SM-S938BZBGEUB;Samsung Galaxy S25 Ultra 5G, 512 Gt, Titanium Silverblue;Over 10 pcs;36,06;54,08;108,17;1298;Top-tier Samsung Galaxy S25 Ultra 5G with 512 GB storage in Titanium Silver Blue for maximum performance.
Samsung;Mobile phones;SM-S938BZKDEUB;Samsung Galaxy S25 Ultra 5G, 256 Gt, Titanium Black;Over 10 pcs;33,17;49,75;99,5;1194;Samsung Galaxy S25 Ultra 5G with 256 GB storage in Titanium Black, delivering performance and elegance.
Samsung;Mobile phones;SM-S938BZKGEUB;Samsung Galaxy S25 Ultra 5G, 512 Gt, Titanium Black;Over 25 pcs;36,06;54,08;108,17;1298;Ultra flagship Galaxy S25 Ultra 5G with 512 GB storage in Titanium Black for ultimate productivity and media use.
Samsung;Mobile phones;SM-S938BZTDEUB;Samsung Galaxy S25 Ultra 5G, 256 Gt, Titanium Gray;Over 10 pcs;33,17;49,75;99,5;1194;Samsung Galaxy S25 Ultra 5G with 256 GB storage in Titanium Gray, offering premium features and modern aesthetics.
Samsung;Mobile phones;SM-S938BZTGEUB;Samsung Galaxy S25 Ultra 5G, 512 Gt, Titanium Gray;Over 25 pcs;36,06;54,08;108,17;1298;High-performance Galaxy S25 Ultra 5G with 512 GB storage in Titanium Gray, perfect for power and business users.
